ProductKey;ProductAlternateKey;ProductSubcategoryName;ProductName;ProductCategoryName;Color;SizeRange;Description;Startday
324;BK-R50R-62;Road Bikes;Road-650 Red, 62;Bikes;Red;60-62 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/04/2016
325;BK-R50R-62;Road Bikes;Road-650 Red, 62;Bikes;Red;60-62 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/05/2017
326;BK-R50R-44;Road Bikes;Road-650 Red, 44;Bikes;Red;42-46 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/06/2016
327;BK-R50R-44;Road Bikes;Road-650 Red, 44;Bikes;Red;42-46 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/07/2017
328;BK-R50R-48;Road Bikes;Road-650 Red, 48;Bikes;Red;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/08/2016
329;BK-R50R-48;Road Bikes;Road-650 Red, 48;Bikes;Red;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/09/2017
330;BK-R50R-52;Road Bikes;Road-650 Red, 52;Bikes;Red;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/04/2016
331;BK-R50R-52;Road Bikes;Road-650 Red, 52;Bikes;Red;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/01/2017
332;BK-R50B-58;Road Bikes;Road-650 Black, 58;Bikes;Black;54-58 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/02/2016
333;BK-R50B-58;Road Bikes;Road-650 Black, 58;Bikes;Black;54-58 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/03/2017
334;BK-R50B-60;Road Bikes;Road-650 Black, 60;Bikes;Black;60-62 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/04/2016
335;BK-R50B-60;Road Bikes;Road-650 Black, 60;Bikes;Black;60-62 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/05/2017
336;BK-R50B-62;Road Bikes;Road-650 Black, 62;Bikes;Black;60-62 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/06/2016
337;BK-R50B-62;Road Bikes;Road-650 Black, 62;Bikes;Black;60-62 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/07/2017
338;BK-R50B-44;Road Bikes;Road-650 Black, 44;Bikes;Black;42-46 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/08/2016
339;BK-R50B-44;Road Bikes;Road-650 Black, 44;Bikes;Black;42-46 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/09/2017
340;BK-R50B-48;Road Bikes;Road-650 Black, 48;Bikes;Black;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/04/2016
341;BK-R50B-48;Road Bikes;Road-650 Black, 48;Bikes;Black;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/01/2017
342;BK-R50B-52;Road Bikes;Road-650 Black, 52;Bikes;Black;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/02/2016
343;BK-R50B-52;Road Bikes;Road-650 Black, 52;Bikes;Black;48-52 CM;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;01/03/2017
344;BK-M82S-38;Mountain Bikes;Mountain-100 Silver, 38;Bikes;Silver;38-40 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/04/2016
345;BK-M82S-42;Mountain Bikes;Mountain-100 Silver, 42;Bikes;Silver;42-46 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/05/2016
346;BK-M82S-44;Mountain Bikes;Mountain-100 Silver, 44;Bikes;Silver;42-46 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/06/2016
347;BK-M82S-48;Mountain Bikes;Mountain-100 Silver, 48;Bikes;Silver;48-52 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/07/2016
348;BK-M82B-38;Mountain Bikes;Mountain-100 Black, 38;Bikes;Black;38-40 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/08/2016
349;BK-M82B-42;Mountain Bikes;Mountain-100 Black, 42;Bikes;Black;42-46 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/09/2016
350;BK-M82B-44;Mountain Bikes;Mountain-100 Black, 44;Bikes;Black;42-46 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/04/2016
351;BK-M82B-48;Mountain Bikes;Mountain-100 Black, 48;Bikes;Black;48-52 CM;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;01/01/2016
352;BK-M68S-38;Mountain Bikes;Mountain-200 Silver, 38;Bikes;Silver;38-40 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/02/2017
353;BK-M68S-38;Mountain Bikes;Mountain-200 Silver, 38;Bikes;Silver;38-40 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/03/2018
354;BK-M68S-42;Mountain Bikes;Mountain-200 Silver, 42;Bikes;Silver;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/04/2017
355;BK-M68S-42;Mountain Bikes;Mountain-200 Silver, 42;Bikes;Silver;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/05/2018
356;BK-M68S-46;Mountain Bikes;Mountain-200 Silver, 46;Bikes;Silver;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/06/2017
357;BK-M68S-46;Mountain Bikes;Mountain-200 Silver, 46;Bikes;Silver;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/07/2018
358;BK-M68B-38;Mountain Bikes;Mountain-200 Black, 38;Bikes;Black;38-40 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/08/2017
359;BK-M68B-38;Mountain Bikes;Mountain-200 Black, 38;Bikes;Black;38-40 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/09/2018
360;BK-M68B-42;Mountain Bikes;Mountain-200 Black, 42;Bikes;Black;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/04/2017
361;BK-M68B-42;Mountain Bikes;Mountain-200 Black, 42;Bikes;Black;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/01/2018
362;BK-M68B-46;Mountain Bikes;Mountain-200 Black, 46;Bikes;Black;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/02/2017
363;BK-M68B-46;Mountain Bikes;Mountain-200 Black, 46;Bikes;Black;42-46 CM;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;01/03/2018
364;BK-M47B-38;Mountain Bikes;Mountain-300 Black, 38;Bikes;Black;38-40 CM;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;01/04/2017
365;BK-M47B-40;Mountain Bikes;Mountain-300 Black, 40;Bikes;Black;38-40 CM;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;01/05/2017
366;BK-M47B-44;Mountain Bikes;Mountain-300 Black, 44;Bikes;Black;42-46 CM;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;01/06/2017
367;BK-M47B-48;Mountain Bikes;Mountain-300 Black, 48;Bikes;Black;48-52 CM;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;01/07/2017
368;BK-R89R-44;Road Bikes;Road-250 Red, 44;Bikes;Red;42-46 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/08/2017
369;BK-R89R-48;Road Bikes;Road-250 Red, 48;Bikes;Red;48-52 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/09/2017
370;BK-R89R-52;Road Bikes;Road-250 Red, 52;Bikes;Red;48-52 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/04/2017
371;BK-R89R-58;Road Bikes;Road-250 Red, 58;Bikes;Red;54-58 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/01/2017
372;BK-R89R-58;Road Bikes;Road-250 Red, 58;Bikes;Red;54-58 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/02/2018
373;BK-R89B-44;Road Bikes;Road-250 Black, 44;Bikes;Black;42-46 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/03/2017
374;BK-R89B-44;Road Bikes;Road-250 Black, 44;Bikes;Black;42-46 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/04/2018
375;BK-R89B-48;Road Bikes;Road-250 Black, 48;Bikes;Black;48-52 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/05/2017
376;BK-R89B-48;Road Bikes;Road-250 Black, 48;Bikes;Black;48-52 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/06/2018
377;BK-R89B-52;Road Bikes;Road-250 Black, 52;Bikes;Black;48-52 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/07/2017
378;BK-R89B-52;Road Bikes;Road-250 Black, 52;Bikes;Black;48-52 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/08/2018
379;BK-R89B-58;Road Bikes;Road-250 Black, 58;Bikes;Black;54-58 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/09/2017
380;BK-R89B-58;Road Bikes;Road-250 Black, 58;Bikes;Black;54-58 CM;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;01/04/2018
381;BK-R64Y-38;Road Bikes;Road-550-W Yellow, 38;Bikes;Yellow;38-40 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/01/2017
382;BK-R64Y-38;Road Bikes;Road-550-W Yellow, 38;Bikes;Yellow;38-40 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/02/2018
383;BK-R64Y-40;Road Bikes;Road-550-W Yellow, 40;Bikes;Yellow;38-40 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/03/2017
384;BK-R64Y-40;Road Bikes;Road-550-W Yellow, 40;Bikes;Yellow;38-40 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/04/2018
385;BK-R64Y-42;Road Bikes;Road-550-W Yellow, 42;Bikes;Yellow;42-46 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/05/2017
386;BK-R64Y-42;Road Bikes;Road-550-W Yellow, 42;Bikes;Yellow;42-46 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/06/2018
387;BK-R64Y-44;Road Bikes;Road-550-W Yellow, 44;Bikes;Yellow;42-46 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/07/2017
388;BK-R64Y-44;Road Bikes;Road-550-W Yellow, 44;Bikes;Yellow;42-46 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/08/2018
389;BK-R64Y-48;Road Bikes;Road-550-W Yellow, 48;Bikes;Yellow;48-52 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/09/2017
390;BK-R64Y-48;Road Bikes;Road-550-W Yellow, 48;Bikes;Yellow;48-52 CM;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;01/04/2018
391;FK-1639;Forks;LL Fork;Components;;NA;Stout design absorbs shock and offers more precise steering.;01/01/2017
392;FK-5136;Forks;ML Fork;Components;;NA;Composite road fork with an aluminum steerer tube.;01/02/2017
393;FK-9939;Forks;HL Fork;Components;;NA;High-performance carbon road fork with curved legs.;01/03/2017
394;HS-0296;Headsets;LL Headset;Components;;NA;Threadless headset provides quality at an economical price.;01/04/2017
395;HS-2451;Headsets;ML Headset;Components;;NA;Sealed cartridge keeps dirt out.;01/05/2017
396;HS-3479;Headsets;HL Headset;Components;;NA;"High-quality 1"" threadless headset with a grease port for quick lubrication.";01/06/2017
397;HB-M243;Handlebars;LL Mountain Handlebars;Components;;NA;All-purpose bar for on or off-road.;01/07/2017
398;HB-M243;Handlebars;LL Mountain Handlebars;Components;;NA;All-purpose bar for on or off-road.;01/08/2018
399;HB-M763;Handlebars;ML Mountain Handlebars;Components;;NA;Tough aluminum alloy bars for downhill.;01/09/2017
400;HB-M763;Handlebars;ML Mountain Handlebars;Components;;NA;Tough aluminum alloy bars for downhill.;01/04/2018
401;HB-M918;Handlebars;HL Mountain Handlebars;Components;;NA;Flat bar strong enough for the pro circuit.;01/01/2017
402;HB-M918;Handlebars;HL Mountain Handlebars;Components;;NA;Flat bar strong enough for the pro circuit.;01/02/2018
403;HB-R504;Handlebars;LL Road Handlebars;Components;;NA;Unique shape provides easier reach to the levers.;01/03/2017
404;HB-R504;Handlebars;LL Road Handlebars;Components;;NA;Unique shape provides easier reach to the levers.;01/04/2018
405;HB-R720;Handlebars;ML Road Handlebars;Components;;NA;Anatomically shaped aluminum tube bar will suit all riders.;01/05/2017
406;HB-R720;Handlebars;ML Road Handlebars;Components;;NA;Anatomically shaped aluminum tube bar will suit all riders.;01/06/2018
407;HB-R956;Handlebars;HL Road Handlebars;Components;;NA;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";01/07/2017
408;HB-R956;Handlebars;HL Road Handlebars;Components;;NA;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";01/08/2018
409;FR-M63B-38;Mountain Frames;ML Mountain Frame - Black, 38;Components;Black;38-40 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;01/09/2017
410;FW-M423;Wheels;LL Mountain Front Wheel;Components;Black;;Replacement mountain wheel for entry-level rider.;01/04/2017
411;FW-M762;Wheels;ML Mountain Front Wheel;Components;Black;;Replacement mountain wheel for the casual to serious rider.;01/01/2017
412;FW-M928;Wheels;HL Mountain Front Wheel;Components;Black;;High-performance mountain replacement wheel.;01/02/2017
413;FW-R623;Wheels;LL Road Front Wheel;Components;Black;;Replacement road front wheel for entry-level cyclist.;01/03/2017
414;FW-R762;Wheels;ML Road Front Wheel;Components;Black;;Sturdy alloy features a quick-release hub.;01/04/2017
415;FW-R820;Wheels;HL Road Front Wheel;Components;Black;;Strong wheel with double-walled rim.;01/05/2017
416;FW-T905;Wheels;Touring Front Wheel;Components;Black;;Aerodynamic rims for smooth riding.;01/06/2017
417;FR-R72Y-38;Road Frames;ML Road Frame-W - Yellow, 38;Components;Yellow;38-40 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/07/2017
418;FR-R72Y-38;Road Frames;ML Road Frame-W - Yellow, 38;Components;Yellow;38-40 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/08/2018
419;RW-M423;Wheels;LL Mountain Rear Wheel;Components;Black;;Replacement mountain wheel for entry-level rider.;01/09/2017
420;RW-M762;Wheels;ML Mountain Rear Wheel;Components;Black;;Replacement mountain wheel for the casual to serious rider.;01/04/2017
421;RW-M928;Wheels;HL Mountain Rear Wheel;Components;Black;;High-performance mountain replacement wheel.;01/01/2017
422;RW-R623;Wheels;LL Road Rear Wheel;Components;Black;;Replacement road rear wheel for entry-level cyclist.;01/02/2017
423;RW-R762;Wheels;ML Road Rear Wheel;Components;Black;;"Aluminum alloy rim with stainless steel spokes; built for speed.";01/03/2017
424;RW-R820;Wheels;HL Road Rear Wheel;Components;Black;;Strong rear wheel with double-walled rim.;01/04/2017
425;RW-T905;Wheels;Touring Rear Wheel;Components;Black;;Excellent aerodynamic rims guarantee a smooth ride.;01/05/2017
426;FR-M63B-40;Mountain Frames;ML Mountain Frame - Black, 40;Components;Black;38-40 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;01/06/2017
427;FR-M63B-44;Mountain Frames;ML Mountain Frame - Black, 44;Components;Black;42-46 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;01/07/2017
428;FR-M63B-48;Mountain Frames;ML Mountain Frame - Black, 48;Components;Black;48-52 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;01/08/2017
429;FR-R72Y-40;Road Frames;ML Road Frame-W - Yellow, 40;Components;Yellow;38-40 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/09/2017
430;FR-R72Y-40;Road Frames;ML Road Frame-W - Yellow, 40;Components;Yellow;38-40 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/04/2018
431;FR-R72Y-42;Road Frames;ML Road Frame-W - Yellow, 42;Components;Yellow;42-46 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/01/2017
432;FR-R72Y-42;Road Frames;ML Road Frame-W - Yellow, 42;Components;Yellow;42-46 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/02/2018
433;FR-R72Y-44;Road Frames;ML Road Frame-W - Yellow, 44;Components;Yellow;42-46 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/03/2017
434;FR-R72Y-44;Road Frames;ML Road Frame-W - Yellow, 44;Components;Yellow;42-46 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/04/2018
435;FR-R72Y-48;Road Frames;ML Road Frame-W - Yellow, 48;Components;Yellow;48-52 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/05/2017
436;FR-R72Y-48;Road Frames;ML Road Frame-W - Yellow, 48;Components;Yellow;48-52 CM;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;01/06/2018
437;FR-R92B-62;Road Frames;HL Road Frame - Black, 62;Components;Black;60-62 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/07/2017
438;FR-R92B-62;Road Frames;HL Road Frame - Black, 62;Components;Black;60-62 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/08/2018
439;FR-R92B-44;Road Frames;HL Road Frame - Black, 44;Components;Black;42-46 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/09/2017
440;FR-R92B-44;Road Frames;HL Road Frame - Black, 44;Components;Black;42-46 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/04/2018
441;FR-R92B-48;Road Frames;HL Road Frame - Black, 48;Components;Black;48-52 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/01/2017
442;FR-R92B-48;Road Frames;HL Road Frame - Black, 48;Components;Black;48-52 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/02/2018
443;FR-R92B-52;Road Frames;HL Road Frame - Black, 52;Components;Black;48-52 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/03/2017
444;FR-R92B-52;Road Frames;HL Road Frame - Black, 52;Components;Black;48-52 CM;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";01/04/2018
445;SH-M897-S;Shorts;Men's Sports Shorts, S;Clothing;Black;S;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;01/05/2017
446;PA-T100;Panniers;Touring-Panniers, Large;Accessories;Grey;;Durable, water-proof nylon construction with easy access. Large enough for weekend trips.;01/06/2017
447;LO-C100;Locks;Cable Lock;Accessories;;NA;Wraps to fit front and rear tires, carrier and 2 keys included.;01/07/2017
448;PU-0452;Pumps;Minipump;Accessories;;NA;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;01/08/2017
449;PU-M044;Pumps;Mountain Pump;Accessories;;NA;Simple and light-weight. Emergency patches stored in handle.;01/09/2017
450;LT-T990;Lights;Taillights - Battery-Powered;Accessories;;NA;Affordable light for safe night riding - uses 3 AAA batteries;01/04/2017
451;LT-H902;Lights;Headlights - Dual-Beam;Accessories;;NA;Rechargeable dual-beam headlight.;01/01/2017
452;LT-H903;Lights;Headlights - Weatherproof;Accessories;;NA;Rugged weatherproof headlight.;01/02/2017
453;SH-M897-M;Shorts;Men's Sports Shorts, M;Clothing;Black;M;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;01/03/2017
454;SH-M897-L;Shorts;Men's Sports Shorts, L;Clothing;Black;L;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;01/04/2017
455;SH-M897-X;Shorts;Men's Sports Shorts, XL;Clothing;Black;XL;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;01/05/2017
456;TG-W091-S;Tights;Women's Tights, S;Clothing;Black;S;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";01/06/2017
457;TG-W091-M;Tights;Women's Tights, M;Clothing;Black;M;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";01/07/2017
458;TG-W091-L;Tights;Women's Tights, L;Clothing;Black;L;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";01/08/2017
